experiment,model,strategy,epoch,total_steps,train_loss,train_acc,val_loss,val_acc,epoch_time,total_time,subset_size,dataset_type
cifar10_artifacts_blur_art0.4_swin_t,swin_t,baseline,0,352,0.566671405643887,0.8058444444444445,0.22501833600103854,0.9246,565.5002052783966,565.5002052783966,45000,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,baseline,1,704,0.23190250822703043,0.9205111111111111,0.1985121384575963,0.9316,623.1900289058685,1188.6902341842651,45000,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,baseline,2,1056,0.1471260242568122,0.9496,0.27135094305351376,0.9178,623.673220872879,1812.3634550571442,45000,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,baseline,3,1408,0.10227407668299145,0.9654666666666667,0.2553942284211516,0.9228,639.5274419784546,2451.8908970355988,45000,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,baseline,4,1760,0.07566723540888892,0.9745111111111111,0.25566028639934957,0.928,650.8547248840332,3102.745621919632,45000,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,baseline,5,2112,0.059338443562719556,0.9805555555555555,0.2962693941246718,0.9188,653.2141916751862,3755.959813594818,45000,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,baseline,6,2464,0.05784739485051897,0.9804666666666667,0.2988837031617761,0.9208,655.3390209674835,4411.298834562302,45000,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,baseline,7,2816,0.04586077911125289,0.9850222222222222,0.2926146439805627,0.9274,649.1434700489044,5060.442304611206,45000,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,baseline,8,3168,0.04641490365929074,0.984,0.39728897458165885,0.903,649.9987449645996,5710.441049575806,45000,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,stagewise,0,106,0.6162614128501327,0.7921481481481482,0.43875270282030104,0.865,215.65860509872437,215.65860509872437,13500,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,stagewise,1,212,0.3333024023550528,0.8904444444444445,0.29676109417676927,0.9092,212.6640110015869,428.3226161003113,13500,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,stagewise,2,318,0.35657497856352066,0.8769629629629629,0.2736015295743942,0.9062,215.0003788471222,643.3229949474335,13500,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,stagewise,3,424,0.1906240431467692,0.9391851851851852,0.3176787386894226,0.8992,214.06233596801758,857.385330915451,13500,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,stagewise,4,530,0.0851702148185836,0.974,0.28328092745542527,0.9136,212.95989203453064,1070.3452229499817,13500,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,stagewise,5,636,0.041541704595640855,0.9882962962962963,0.28598273295164106,0.9162,214.1052839756012,1284.4505069255829,13500,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,stagewise,6,742,0.023231957964599134,0.9941481481481481,0.3672930584535003,0.9066,212.6630458831787,1497.1135528087616,13500,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,stagewise,7,848,0.019588721571973076,0.9942962962962963,0.5243487739324569,0.8826,212.20101475715637,1709.314567565918,13500,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,stagewise,8,954,0.018310153069457522,0.995037037037037,0.4002532793030143,0.898,211.97743391990662,1921.2920014858246,13500,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,stagewise,9,1060,0.015686875922812357,0.9959259259259259,0.3262019884644076,0.9122,208.3534059524536,2129.645407438278,13500,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,stagewise,10,1166,0.26164277570335953,0.9162962962962963,0.2691918479323387,0.9204,214.7975332736969,2344.442940711975,13500,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,stagewise,11,1272,0.12412376902721546,0.959037037037037,0.3348355872787535,0.9046,178.1773886680603,2522.6203293800354,13500,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,stagewise,12,1378,0.07499191667801804,0.975925925925926,0.35506247577071187,0.9088,145.28957176208496,2667.9099011421204,13500,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,stagewise,13,1484,0.04801813647040614,0.9859259259259259,0.32493867335896937,0.9226,144.00600409507751,2811.915905237198,13500,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,stagewise,14,1590,0.045929198506529684,0.9868888888888889,0.35741443869024514,0.9146,145.1459698677063,2957.061875104904,13500,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,stagewise,15,1696,0.040226423234851275,0.9880740740740741,0.33374573867209256,0.9206,147.05830883979797,3104.120183944702,13500,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,stagewise,16,1802,0.03508677579076202,0.9896296296296296,0.3742577937312424,0.913,146.3506100177765,3250.4707939624786,13500,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,stagewise,17,1908,0.030604780835134012,0.9894074074074074,0.41253447803454474,0.9148,149.22904109954834,3399.699835062027,13500,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,stagewise,18,2014,0.027772892551565613,0.9911111111111112,0.3848090979002416,0.9182,150.28567385673523,3549.985508918762,13500,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,stagewise,19,2155,0.42347524070739745,0.8546666666666667,0.275763313087821,0.9056,205.52100110054016,3755.5065100193024,18000,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,stagewise,20,2296,0.22127607445584402,0.9243333333333333,0.2617171402469277,0.9234,217.45724272727966,3972.963752746582,18000,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,stagewise,21,2437,0.14584442448616028,0.9494444444444444,0.2290651313509792,0.9354,220.23383927345276,4193.197592020035,18000,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,stagewise,22,2578,0.10920996763971116,0.9618888888888889,0.3147839899376035,0.9112,229.56940412521362,4422.766996145248,18000,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,stagewise,23,2719,0.08986665313773685,0.9698888888888889,0.29749047034084797,0.9312,220.1172959804535,4642.884292125702,18000,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,stagewise,24,2860,0.06987478099928962,0.9759444444444444,0.3437124099500477,0.9168,226.90808606147766,4869.79237818718,18000,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,stagewise,25,3001,0.07036223448647393,0.9753333333333334,0.42806094685196877,0.905,223.58305096626282,5093.375429153442,18000,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,static,0,470,0.026182499114672343,0.9927333333333334,0.3613964260995388,0.9014,200.11045503616333,200.11045503616333,15000,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,static,1,588,0.014794314220858118,0.9957333333333334,0.40092035470455883,0.897,209.00510382652283,409.11555886268616,15000,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,static,2,706,0.009948113678892454,0.9980666666666667,0.3634019168697298,0.9062,207.81240797042847,616.9279668331146,15000,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,static,3,824,0.011678307020664216,0.9962,0.42782676344662907,0.9008,216.0570089817047,832.9849758148193,15000,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,static,4,942,0.011353476463518261,0.9965333333333334,0.41080587968751786,0.9036,215.29907298088074,1048.2840487957,15000,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,static,5,1060,0.009067146506397209,0.9974,0.43245029583359135,0.9016,212.8289680480957,1261.1130168437958,15000,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,static,6,1178,0.19170271545648576,0.9357333333333333,0.25954004641473294,0.9192,215.69086074829102,1476.8038775920868,15000,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,static,7,1296,0.09238333543638388,0.9679333333333333,0.28990053849220276,0.9236,218.1272051334381,1694.931082725525,15000,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,static,8,1414,0.06768580156962077,0.9776,0.3581495729804039,0.9082,211.32667016983032,1906.2577528953552,15000,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,static,9,1532,0.04601654137372971,0.9848,0.31859525016993284,0.9246,215.21368098258972,2121.471433877945,15000,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,static,10,1650,0.039012878021101156,0.9868666666666667,0.44992882904782894,0.9034,220.14773893356323,2341.619172811508,15000,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,static,11,1768,0.02997175603583455,0.991,0.43827641560379416,0.91,221.55000925064087,2563.169182062149,15000,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,static,12,1886,0.02449439254378279,0.9909333333333333,0.4001031969022006,0.9198,219.6013638973236,2782.7705459594727,15000,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,static,13,2004,0.033852513353029884,0.9883333333333333,0.35404908431824295,0.9208,220.59725093841553,3003.367796897888,15000,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,static,14,2122,0.5787421492576599,0.7992,0.24047071003615855,0.918,220.6749300956726,3224.042726993561,15000,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,static,15,2240,0.2926440678437551,0.8988,0.24397093396782876,0.9258,221.64758777618408,3445.690314769745,15000,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,static,16,2358,0.18053454429308574,0.9375333333333333,0.2539471213400364,0.9218,221.58725714683533,3667.27757191658,15000,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,static,17,2476,0.12481599809328715,0.9558666666666666,0.2794494650274515,0.9188,222.4128360748291,3889.6904079914093,15000,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,static,18,2594,0.09067702632745107,0.9703333333333334,0.3195637569218874,0.9146,220.29676985740662,4109.987177848816,15000,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,static,19,2712,0.08275504199663798,0.9721333333333333,0.385084232943505,0.911,221.6832139492035,4331.670391798019,15000,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,static,20,2830,0.05839633097449939,0.9813333333333333,0.3300004660360515,0.9228,220.75419688224792,4552.424588680267,15000,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,static,21,2948,0.06224851177533468,0.9804666666666667,0.35607956013679504,0.9168,223.10173797607422,4775.526326656342,15000,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,static,22,3066,0.062314003505309426,0.9781333333333333,0.4010227647036314,0.9118,216.8113307952881,4992.33765745163,15000,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,online,0,106,0.704834610524001,0.7646666666666667,0.4301445300102234,0.8614,209.09785509109497,209.09785509109497,13500,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,online,1,212,0.3694797400456888,0.8807407407407407,0.3018146695613861,0.903,206.38921403884888,415.48706912994385,13500,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,online,2,318,0.383319816854265,0.8728888888888889,0.23126246450543403,0.921,206.17462491989136,621.6616940498352,13500,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,online,3,424,0.18695649899818279,0.9398518518518518,0.32290420523881913,0.8916,207.23900294303894,828.9006969928741,13500,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,online,4,530,0.08660512015113124,0.9728888888888889,0.2810354429125786,0.909,204.22244906425476,1033.123146057129,13500,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,online,5,636,0.04490370406375991,0.9871111111111112,0.3127618224620819,0.9066,205.18035078048706,1238.303496837616,13500,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,online,6,742,0.020665368287237706,0.9938518518518519,0.3645128868818283,0.901,203.41010904312134,1441.7136058807373,13500,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,online,7,848,0.01951881164809068,0.9948888888888889,0.32403822712898256,0.909,205.50447988510132,1647.2180857658386,13500,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,online,8,954,0.016904069605662868,0.9952592592592593,0.308930039667245,0.9174,207.00504088401794,1854.2231266498566,13500,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,online,9,1060,0.013461230544200927,0.9965925925925926,0.4322912553301081,0.891,206.90432786941528,2061.127454519272,13500,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,online,10,1166,0.0114190614140696,0.997037037037037,0.5151213775116951,0.8874,202.63156914710999,2263.759023666382,13500,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,online,11,1272,0.01612280390384883,0.9954814814814815,0.37888532612081616,0.9012,206.8823070526123,2470.641330718994,13500,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,online,12,1378,0.01534798420910482,0.9954814814814815,0.5509941086109728,0.8732,205.7927680015564,2676.4340987205505,13500,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,online,13,1484,0.0197297963326176,0.9937777777777778,0.4507541641967371,0.886,206.18692874908447,2882.621027469635,13500,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,online,14,1590,0.017737554939808668,0.9948888888888889,0.47102888185977937,0.887,207.03342008590698,3089.654447555542,13500,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,online,15,1696,0.028381566215996388,0.9922222222222222,0.5048286385446787,0.8746,207.37824392318726,3297.0326914787292,13500,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,online,16,1802,0.020397071644594825,0.9936296296296296,0.6210475273132324,0.8666,207.2348108291626,3504.267502307892,13500,artifacts
cifar10_artifacts_blur_art0.4_swin_t,swin_t,online,17,1908,0.014875263283098185,0.9958518518518519,0.7208202674627304,0.8496,206.78659296035767,3711.0540952682495,13500,artifacts
