,epoch,accuracy,loss,timestamp
resnet18_baseline,9,0.968,0.0967823949599266,2026-01-27T13:35:50.467891
resnet18_stagewise,9,0.9327,0.19797708716392518,2026-01-27T13:59:56.988054
resnet18_static,9,0.9430611387772244,0.19185155349021812,2026-01-27T14:16:31.933281
resnet18_online,9,0.9772666666666666,0.0814089378674825,2026-01-27T14:28:04.662727
