experiment,model,strategy,epoch,loss,acc,dataset_type,imbalance_factor,noise_level,artifact_level
artifacts_im0.5_noise0.3_art0.3,resnet18,baseline,0,1.2935511610031127,0.54308,artifacts,0,0,0.3
artifacts_im0.5_noise0.3_art0.3,resnet18,baseline,1,0.8210573874092102,0.71372,artifacts,0,0,0.3
artifacts_im0.5_noise0.3_art0.3,resnet18,baseline,2,0.6108477738380432,0.78518,artifacts,0,0,0.3
artifacts_im0.5_noise0.3_art0.3,resnet18,baseline,3,0.4438738850784302,0.84684,artifacts,0,0,0.3
artifacts_im0.5_noise0.3_art0.3,resnet18,baseline,4,0.3219998390674591,0.8905,artifacts,0,0,0.3
artifacts_im0.5_noise0.3_art0.3,resnet18,baseline,5,0.22559891229629517,0.923,artifacts,0,0,0.3
artifacts_im0.5_noise0.3_art0.3,resnet18,baseline,6,0.17198201650619507,0.94216,artifacts,0,0,0.3
artifacts_im0.5_noise0.3_art0.3,resnet18,baseline,7,0.13707258412361145,0.9523,artifacts,0,0,0.3
artifacts_im0.5_noise0.3_art0.3,resnet18,baseline,8,0.11425937700748444,0.96106,artifacts,0,0,0.3
artifacts_im0.5_noise0.3_art0.3,resnet18,baseline,9,0.0967823949599266,0.968,artifacts,0,0,0.3
artifacts_im0.5_noise0.3_art0.3,resnet18,stagewise,0,0.6978837262789408,0.7564,artifacts,0,0,0.3
artifacts_im0.5_noise0.3_art0.3,resnet18,stagewise,1,0.4820051376660665,0.8372,artifacts,0,0,0.3
artifacts_im0.5_noise0.3_art0.3,resnet18,stagewise,2,0.3128000681877136,0.9004666666666666,artifacts,0,0,0.3
artifacts_im0.5_noise0.3_art0.3,resnet18,stagewise,3,0.4639059911092122,0.8442,artifacts,0,0,0.3
artifacts_im0.5_noise0.3_art0.3,resnet18,stagewise,4,0.4484201736768087,0.8441333333333333,artifacts,0,0,0.3
artifacts_im0.5_noise0.3_art0.3,resnet18,stagewise,5,0.3240156099160512,0.8914666666666666,artifacts,0,0,0.3
artifacts_im0.5_noise0.3_art0.3,resnet18,stagewise,6,0.2778682823181152,0.9079,artifacts,0,0,0.3
artifacts_im0.5_noise0.3_art0.3,resnet18,stagewise,7,0.2839175534248352,0.90345,artifacts,0,0,0.3
artifacts_im0.5_noise0.3_art0.3,resnet18,stagewise,8,0.24366825819015503,0.91965,artifacts,0,0,0.3
artifacts_im0.5_noise0.3_art0.3,resnet18,stagewise,9,0.19797708716392518,0.9327,artifacts,0,0,0.3
artifacts_im0.5_noise0.3_art0.3,resnet18,static,0,0.7251506447219825,0.7426497059882395,artifacts,0,0,0.3
artifacts_im0.5_noise0.3_art0.3,resnet18,static,1,0.498052431672157,0.8299531981279251,artifacts,0,0,0.3
artifacts_im0.5_noise0.3_art0.3,resnet18,static,2,0.32837812411717887,0.8925357014280572,artifacts,0,0,0.3
artifacts_im0.5_noise0.3_art0.3,resnet18,static,3,0.9069483744552385,0.6934661306773865,artifacts,0,0,0.3
artifacts_im0.5_noise0.3_art0.3,resnet18,static,4,0.5311346667682774,0.8171236575268495,artifacts,0,0,0.3
artifacts_im0.5_noise0.3_art0.3,resnet18,static,5,0.3238749460298699,0.8938621227575448,artifacts,0,0,0.3
artifacts_im0.5_noise0.3_art0.3,resnet18,static,6,0.9385171618495655,0.6865662686746266,artifacts,0,0,0.3
artifacts_im0.5_noise0.3_art0.3,resnet18,static,7,0.5212544012407296,0.8247435051298974,artifacts,0,0,0.3
artifacts_im0.5_noise0.3_art0.3,resnet18,static,8,0.32327077225616857,0.8936821263574729,artifacts,0,0,0.3
artifacts_im0.5_noise0.3_art0.3,resnet18,static,9,0.19185155349021812,0.9430611387772244,artifacts,0,0,0.3
artifacts_im0.5_noise0.3_art0.3,resnet18,online,0,1.658864030901591,0.41233333333333333,artifacts,0,0,0.3
artifacts_im0.5_noise0.3_art0.3,resnet18,online,1,1.1800341826756795,0.5864666666666667,artifacts,0,0,0.3
artifacts_im0.5_noise0.3_art0.3,resnet18,online,2,1.0926234767595926,0.6157333333333334,artifacts,0,0,0.3
artifacts_im0.5_noise0.3_art0.3,resnet18,online,3,0.8383943864822387,0.7093333333333334,artifacts,0,0,0.3
artifacts_im0.5_noise0.3_art0.3,resnet18,online,4,0.5993374811808269,0.7944,artifacts,0,0,0.3
artifacts_im0.5_noise0.3_art0.3,resnet18,online,5,0.3969142104625702,0.8687333333333334,artifacts,0,0,0.3
artifacts_im0.5_noise0.3_art0.3,resnet18,online,6,0.25430965185165405,0.9233333333333333,artifacts,0,0,0.3
artifacts_im0.5_noise0.3_art0.3,resnet18,online,7,0.16210356864929198,0.9554,artifacts,0,0,0.3
artifacts_im0.5_noise0.3_art0.3,resnet18,online,8,0.11786975673039754,0.9663333333333334,artifacts,0,0,0.3
artifacts_im0.5_noise0.3_art0.3,resnet18,online,9,0.0814089378674825,0.9772666666666666,artifacts,0,0,0.3
