timestamp,model,strategy,epoch,loss,accuracy,phase,dataset_type,imbalance_factor,noise_level,artifact_level
2026-01-27T13:03:24.749119,resnet18,baseline,0,1.2935511610031127,0.54308,train,artifacts,0,0,0.3
2026-01-27T13:06:39.573930,resnet18,baseline,1,0.8210573874092102,0.71372,train,artifacts,0,0,0.3
2026-01-27T13:10:05.456526,resnet18,baseline,2,0.6108477738380432,0.78518,train,artifacts,0,0,0.3
2026-01-27T13:13:37.007168,resnet18,baseline,3,0.4438738850784302,0.84684,train,artifacts,0,0,0.3
2026-01-27T13:17:13.620165,resnet18,baseline,4,0.3219998390674591,0.8905,train,artifacts,0,0,0.3
2026-01-27T13:20:53.601294,resnet18,baseline,5,0.22559891229629517,0.923,train,artifacts,0,0,0.3
2026-01-27T13:24:35.141689,resnet18,baseline,6,0.17198201650619507,0.94216,train,artifacts,0,0,0.3
2026-01-27T13:28:19.025588,resnet18,baseline,7,0.13707258412361145,0.9523,train,artifacts,0,0,0.3
2026-01-27T13:32:03.879796,resnet18,baseline,8,0.11425937700748444,0.96106,train,artifacts,0,0,0.3
2026-01-27T13:35:50.183936,resnet18,baseline,9,0.0967823949599266,0.968,train,artifacts,0,0,0.3
2026-01-27T13:40:46.859600,resnet18,stagewise,0,0.6978837262789408,0.7564,train,artifacts,0,0,0.3
2026-01-27T13:41:55.154959,resnet18,stagewise,1,0.4820051376660665,0.8372,train,artifacts,0,0,0.3
2026-01-27T13:43:03.446391,resnet18,stagewise,2,0.3128000681877136,0.9004666666666666,train,artifacts,0,0,0.3
2026-01-27T13:47:54.124119,resnet18,stagewise,3,0.4639059911092122,0.8442,train,artifacts,0,0,0.3
2026-01-27T13:48:59.582220,resnet18,stagewise,4,0.4484201736768087,0.8441333333333333,train,artifacts,0,0,0.3
2026-01-27T13:50:07.183441,resnet18,stagewise,5,0.3240156099160512,0.8914666666666666,train,artifacts,0,0,0.3
2026-01-27T13:55:22.369588,resnet18,stagewise,6,0.2778682823181152,0.9079,train,artifacts,0,0,0.3
2026-01-27T13:56:53.167409,resnet18,stagewise,7,0.2839175534248352,0.90345,train,artifacts,0,0,0.3
2026-01-27T13:58:24.096565,resnet18,stagewise,8,0.24366825819015503,0.91965,train,artifacts,0,0,0.3
2026-01-27T13:59:56.686155,resnet18,stagewise,9,0.19797708716392518,0.9327,train,artifacts,0,0,0.3
2026-01-27T14:05:01.177916,resnet18,static,0,0.7251506447219825,0.7426497059882395,train,artifacts,0,0,0.3
2026-01-27T14:06:17.407838,resnet18,static,1,0.498052431672157,0.8299531981279251,train,artifacts,0,0,0.3
2026-01-27T14:07:33.535985,resnet18,static,2,0.32837812411717887,0.8925357014280572,train,artifacts,0,0,0.3
2026-01-27T14:08:50.009169,resnet18,static,3,0.9069483744552385,0.6934661306773865,train,artifacts,0,0,0.3
2026-01-27T14:10:06.624861,resnet18,static,4,0.5311346667682774,0.8171236575268495,train,artifacts,0,0,0.3
2026-01-27T14:11:25.171548,resnet18,static,5,0.3238749460298699,0.8938621227575448,train,artifacts,0,0,0.3
2026-01-27T14:12:41.898606,resnet18,static,6,0.9385171618495655,0.6865662686746266,train,artifacts,0,0,0.3
2026-01-27T14:13:58.396511,resnet18,static,7,0.5212544012407296,0.8247435051298974,train,artifacts,0,0,0.3
2026-01-27T14:15:14.682318,resnet18,static,8,0.32327077225616857,0.8936821263574729,train,artifacts,0,0,0.3
2026-01-27T14:16:31.602555,resnet18,static,9,0.19185155349021812,0.9430611387772244,train,artifacts,0,0,0.3
2026-01-27T14:17:41.126420,resnet18,online,0,1.658864030901591,0.41233333333333333,train,artifacts,0,0,0.3
2026-01-27T14:18:50.466586,resnet18,online,1,1.1800341826756795,0.5864666666666667,train,artifacts,0,0,0.3
2026-01-27T14:19:59.207474,resnet18,online,2,1.0926234767595926,0.6157333333333334,train,artifacts,0,0,0.3
2026-01-27T14:21:08.652084,resnet18,online,3,0.8383943864822387,0.7093333333333334,train,artifacts,0,0,0.3
2026-01-27T14:22:17.704281,resnet18,online,4,0.5993374811808269,0.7944,train,artifacts,0,0,0.3
2026-01-27T14:23:28.809153,resnet18,online,5,0.3969142104625702,0.8687333333333334,train,artifacts,0,0,0.3
2026-01-27T14:24:37.968855,resnet18,online,6,0.25430965185165405,0.9233333333333333,train,artifacts,0,0,0.3
2026-01-27T14:25:46.886808,resnet18,online,7,0.16210356864929198,0.9554,train,artifacts,0,0,0.3
2026-01-27T14:26:55.583297,resnet18,online,8,0.11786975673039754,0.9663333333333334,train,artifacts,0,0,0.3
2026-01-27T14:28:04.362510,resnet18,online,9,0.0814089378674825,0.9772666666666666,train,artifacts,0,0,0.3
