,epoch,accuracy,loss,timestamp
resnet18_baseline,9,0.95356,0.135443523645401,2026-01-26T23:07:22.624745
resnet18_stagewise,9,0.9047,0.2807432687282562,2026-01-26T23:29:50.274768
resnet18_static,9,0.9102417951640968,0.27866684247516604,2026-01-26T23:44:41.246602
resnet18_online,9,0.9611333333333333,0.13120974419911702,2026-01-26T23:55:19.848063
