,epoch,accuracy,loss,timestamp
resnet18_baseline,8,0.9786593406593407,0.06273807772175297,2026-01-27T11:54:51.363854
resnet18_stagewise,9,0.9673076923076923,0.09678857758804991,2026-01-27T12:20:21.368125
resnet18_static,9,0.9813410694270456,0.07410803968333071,2026-01-27T12:35:18.490800
resnet18_online,9,0.9954578754578755,0.025452081373323013,2026-01-27T12:45:50.561947
