experiment,model,strategy,epoch,total_steps,train_loss,train_acc,val_loss,val_acc,epoch_time,total_time,subset_size,dataset_type
stl10_original,swin_t,baseline,0,36,0.7251593956947326,0.8115555555555556,0.1313210197687149,0.956,404.5416407585144,404.5416407585144,4500,original
stl10_original,swin_t,baseline,1,72,0.10542991032865312,0.9706666666666667,0.11105831128358841,0.972,441.72282671928406,846.2644674777985,4500,original
stl10_original,swin_t,baseline,2,108,0.0677619001476301,0.98,0.07407393765449524,0.98,460.8344917297363,1307.0989592075348,4500,original
stl10_original,swin_t,baseline,3,144,0.02551674752102958,0.9957777777777778,0.08756678998470306,0.978,535.3155958652496,1842.4145550727844,4500,original
stl10_original,swin_t,baseline,4,180,0.020660469866461223,0.9964444444444445,0.08640018790960312,0.972,569.8337450027466,2412.248300075531,4500,original
stl10_original,swin_t,baseline,5,216,0.023744892668392924,0.9942222222222222,0.10357772421836853,0.976,591.7434191703796,3003.9917192459106,4500,original
stl10_original,swin_t,baseline,6,252,0.021204893711540433,0.9948888888888889,0.12284842026233674,0.976,676.2091860771179,3680.2009053230286,4500,original
stl10_original,swin_t,baseline,7,288,0.027085646708806355,0.9922222222222222,0.09810722589492799,0.974,748.7862958908081,4428.987201213837,4500,original
stl10_original,swin_t,baseline,8,324,0.034614694972832996,0.9895555555555555,0.08858614671230317,0.976,775.9350409507751,5204.922242164612,4500,original
stl10_original,swin_t,baseline,9,360,0.021939544550453622,0.9937777777777778,0.15742923891544341,0.968,818.5230078697205,6023.445250034332,4500,original
stl10_original,swin_t,baseline,10,396,0.0196101861273249,0.9946666666666667,0.08836585503816605,0.974,933.147714138031,6956.592964172363,4500,original
stl10_original,swin_t,baseline,11,432,0.01633536713782491,0.996,0.10337511056661605,0.972,1033.8141713142395,7990.407135486603,4500,original
stl10_original,swin_t,baseline,12,468,0.015335856416469647,0.996,0.1036432598233223,0.976,1070.5054740905762,9060.912609577179,4500,original
stl10_original,swin_t,baseline,13,504,0.01380545729626384,0.9955555555555555,0.0997119808793068,0.982,1165.7951521873474,10226.707761764526,4500,original
stl10_original,swin_t,baseline,14,540,0.011764531928218074,0.9957777777777778,0.14622660151124,0.968,1224.4575717449188,11451.165333509445,4500,original
stl10_original,swin_t,baseline,15,576,0.01411159851650397,0.9957777777777778,0.10969376188516616,0.972,1107.1446969509125,12558.310030460358,4500,original
stl10_original,swin_t,baseline,16,612,0.023977831973797745,0.9935555555555555,0.11209095776081085,0.976,530.050458908081,13088.360489368439,4500,original
stl10_original,swin_t,baseline,17,648,0.016624429108368026,0.9955555555555555,0.10085206544399261,0.972,541.8238689899445,13630.184358358383,4500,original
stl10_original,swin_t,baseline,18,684,0.015225733516220417,0.9957777777777778,0.11198151952028275,0.978,442.13064765930176,14072.315006017685,4500,original
stl10_original,swin_t,baseline,19,720,0.013027919171998898,0.9968888888888889,0.11598438775539398,0.976,450.3364601135254,14522.65146613121,4500,original
stl10_original,swin_t,baseline,20,756,0.008153305770622359,0.9984444444444445,0.13464787238836287,0.976,461.9541058540344,14984.605571985245,4500,original
stl10_original,swin_t,baseline,21,792,0.012774716542826758,0.9964444444444445,0.12326294070482254,0.974,471.80466294288635,15456.410234928131,4500,original
stl10_original,swin_t,baseline,22,828,0.017070170667436387,0.9944444444444445,0.1559592307806015,0.972,485.28965282440186,15941.699887752533,4500,original
stl10_original,swin_t,baseline,23,864,0.06021063775372588,0.982,0.15830916821956634,0.962,491.61480617523193,16433.314693927765,4500,original
stl10_original,swin_t,baseline,24,900,0.0281736435972982,0.9911111111111112,0.17095114529132843,0.96,491.60452008247375,16924.91921401024,4500,original
stl10_original,swin_t,baseline,25,936,0.017498438162987844,0.9955555555555555,0.11399620333313942,0.968,499.30501317977905,17424.224227190018,4500,original
stl10_original,swin_t,baseline,26,972,0.009822595248619715,0.9973333333333333,0.11753092128038406,0.972,495.24887800216675,17919.473105192184,4500,original
stl10_original,swin_t,baseline,27,1008,0.00979445222656553,0.998,0.1202244292497635,0.964,400.9142026901245,18320.38730788231,4500,original
stl10_original,swin_t,baseline,28,1044,0.007971596678098042,0.9982222222222222,0.14557908415794374,0.972,402.8583631515503,18723.24567103386,4500,original
stl10_original,swin_t,stagewise,0,11,1.5643799612257216,0.5177777777777778,0.8207950601577759,0.774,136.97470808029175,136.97470808029175,1350,original
stl10_original,swin_t,stagewise,1,22,0.5745539668754295,0.8429629629629629,0.20622384989261627,0.94,140.5475709438324,277.52227902412415,1350,original
stl10_original,swin_t,stagewise,2,33,0.31029132035043505,0.9081481481481481,0.13048285788297653,0.958,139.4415318965912,416.96381092071533,1350,original
stl10_original,swin_t,stagewise,3,44,0.15742957689143994,0.9474074074074074,0.0942083737552166,0.966,138.81846284866333,555.7822737693787,1350,original
stl10_original,swin_t,stagewise,4,55,0.054849844613560926,0.9866666666666667,0.0924933522939682,0.968,140.52542805671692,696.3077018260956,1350,original
stl10_original,swin_t,stagewise,5,66,0.03171286958787176,0.9918518518518519,0.08741448882222176,0.974,142.19422507286072,838.5019268989563,1350,original
stl10_original,swin_t,stagewise,6,77,0.024012340754270552,0.9962962962962963,0.09201421016454697,0.974,141.13861393928528,979.6405408382416,1350,original
stl10_original,swin_t,stagewise,7,88,0.02539835678068576,0.9933333333333333,0.09123960524797439,0.972,145.6428689956665,1125.283409833908,1350,original
stl10_original,swin_t,stagewise,8,99,0.02437910243868828,0.997037037037037,0.09811430984735489,0.97,141.3763198852539,1266.659729719162,1350,original
stl10_original,swin_t,stagewise,9,110,0.009406815633108771,0.9985185185185185,0.09187123927474022,0.966,142.44068098068237,1409.1004106998444,1350,original
