experiment,model,strategy,dataset_type,map50,map50_95,total_steps,total_epochs,training_time_sec
voc_artifacts_noise0.4_fasterrcnn,fasterrcnn_mobilenet_v3,baseline,artifacts,0.04269571229815483,0.04269571229815483,3000,1,11576.1
voc_artifacts_noise0.4_fasterrcnn,fasterrcnn_mobilenet_v3,stagewise,artifacts,0.05995628237724304,0.05995628237724304,3000,3,12483.3
voc_artifacts_noise0.4_fasterrcnn,fasterrcnn_mobilenet_v3,static,artifacts,0.06962121278047562,0.06962121278047562,3000,1,11727.3
voc_artifacts_noise0.4_fasterrcnn,fasterrcnn_mobilenet_v3,online,artifacts,0.04805736616253853,0.04805736616253853,3000,3,12966.0
