,epoch,accuracy,loss,timestamp
resnet18_baseline,9,0.88122,0.3703792918014526,2026-01-26T20:57:08.436459
resnet18_stagewise,9,0.7176,0.8968862361907959,2026-01-26T21:19:12.305805
resnet18_static,9,0.6553068938621227,1.0857767988540148,2026-01-26T21:34:39.343588
resnet18_online,9,0.9068666666666667,0.3351919811248779,2026-01-26T21:45:26.927486
