,epoch,accuracy,loss,timestamp
resnet18_baseline,9,0.9802195121951219,0.061554859252964576,2026-01-27T10:35:45.547265
resnet18_stagewise,9,0.964329268292683,0.10967343125401474,2026-01-27T10:54:22.108346
resnet18_static,9,0.9827321284846711,0.07297599474691155,2026-01-27T11:06:41.409104
resnet18_online,9,0.9879674796747967,0.04884389853089806,2026-01-27T11:15:31.489206
