experiment,model,strategy,epoch,total_steps,train_loss,train_acc,val_loss,val_acc,epoch_time,total_time,subset_size,dataset_type
stl10_imbalance_im0.6,swin_t,baseline,0,29,0.8268969019738639,0.7777777777777778,0.17075234764814376,0.946,412.56027817726135,412.56027817726135,3690,imbalance
stl10_imbalance_im0.6,swin_t,baseline,1,58,0.1243607229414348,0.9636856368563685,0.09527739375829697,0.968,426.9351749420166,839.495453119278,3690,imbalance
stl10_imbalance_im0.6,swin_t,baseline,2,87,0.0617197863071107,0.9842818428184282,0.07618833523988723,0.976,479.0408000946045,1318.5362532138824,3690,imbalance
stl10_imbalance_im0.6,swin_t,baseline,3,116,0.049787056001867384,0.9840108401084011,0.08620000350475311,0.97,506.0045819282532,1824.5408351421356,3690,imbalance
stl10_imbalance_im0.6,swin_t,baseline,4,145,0.030230771931933194,0.9926829268292683,0.09064483100175857,0.97,550.1359620094299,2374.6767971515656,3690,imbalance
stl10_imbalance_im0.6,swin_t,baseline,5,174,0.028865830998029814,0.9921409214092141,0.0879382020831108,0.97,590.0358588695526,2964.712656021118,3690,imbalance
stl10_imbalance_im0.6,swin_t,baseline,6,203,0.018265387655152537,0.9964769647696476,0.11397904205322265,0.958,625.4828689098358,3590.195524930954,3690,imbalance
stl10_imbalance_im0.6,swin_t,baseline,7,232,0.023840997434728513,0.994579945799458,0.1412975665330887,0.966,650.3816139698029,4240.577138900757,3690,imbalance
stl10_imbalance_im0.6,swin_t,baseline,8,261,0.019497846713577346,0.994579945799458,0.1158762943148613,0.968,664.3372452259064,4904.914384126663,3690,imbalance
stl10_imbalance_im0.6,swin_t,baseline,9,290,0.01821481622856484,0.9962059620596206,0.11251719546318054,0.976,721.5296080112457,5626.443992137909,3690,imbalance
stl10_imbalance_im0.6,swin_t,baseline,10,319,0.01338814401186417,0.9970189701897019,0.11457306104898453,0.972,790.6782581806183,6417.122250318527,3690,imbalance
stl10_imbalance_im0.6,swin_t,baseline,11,348,0.01540359311098571,0.9962059620596206,0.12467731115221978,0.968,754.9629628658295,7172.085213184357,3690,imbalance
stl10_imbalance_im0.6,swin_t,baseline,12,377,0.015824974376738556,0.9967479674796748,0.1093594964146614,0.972,779.624162197113,7951.70937538147,3690,imbalance
stl10_imbalance_im0.6,swin_t,baseline,13,406,0.013131015408572142,0.9956639566395664,0.22633275842666625,0.952,564.5340869426727,8516.243462324142,3690,imbalance
stl10_imbalance_im0.6,swin_t,baseline,14,435,0.02527732191693169,0.9926829268292683,0.11846168780326843,0.97,405.55848503112793,8921.80194735527,3690,imbalance
stl10_imbalance_im0.6,swin_t,baseline,15,464,0.01995385278541302,0.9943089430894309,0.11539439725875854,0.976,408.4844899177551,9330.286437273026,3690,imbalance
stl10_imbalance_im0.6,swin_t,baseline,16,493,0.017247026970958323,0.9953929539295393,0.14106709027290346,0.972,384.80275201797485,9715.089189291,3690,imbalance
stl10_imbalance_im0.6,swin_t,baseline,17,522,0.017264976517012125,0.9956639566395664,0.1450210462808609,0.97,366.27858209609985,10081.3677713871,3690,imbalance
stl10_imbalance_im0.6,swin_t,stagewise,0,9,1.695321116021009,0.43812104787714545,1.1131688585281372,0.666,134.20156121253967,134.20156121253967,1107,imbalance
stl10_imbalance_im0.6,swin_t,stagewise,1,18,0.7585264889097687,0.7696476964769647,0.33322944688796996,0.92,134.27907419204712,268.4806354045868,1107,imbalance
stl10_imbalance_im0.6,swin_t,stagewise,2,27,0.4141287524471869,0.8834688346883469,0.21559229671955107,0.936,147.7094099521637,416.1900453567505,1107,imbalance
