arch,strategy,dataset,scale,degradation,deg_level,epoch,total_steps,train_loss,train_psnr,val_loss,val_psnr,subset_size,epoch_time,total_time
srcnn,baseline,stl10,2,noise,0.5,0,157,0.12746970489025117,16.354609072875977,0.06540961465518921,20.679269336581232,5000,20.637658834457397,20.637658834457397
srcnn,baseline,stl10,2,noise,0.5,1,314,0.06240524971485138,21.247611529541015,0.054147831808775665,22.556301842689514,5000,25.91141366958618,46.54907250404358
srcnn,baseline,stl10,2,noise,0.5,2,471,0.05342275800704956,22.684799127197266,0.04827539191278629,23.380390578746795,5000,35.40392708778381,81.95299959182739
srcnn,baseline,stl10,2,noise,0.5,3,628,0.051141876292228695,23.08579118041992,0.04733483310882002,23.6016613676548,5000,34.12905192375183,116.08205151557922
srcnn,baseline,stl10,2,noise,0.5,4,785,0.04983861019015312,23.326699523925782,0.04644275968777947,23.78103808069229,5000,39.27415323257446,155.3562047481537
srcnn,baseline,stl10,2,noise,0.5,5,942,0.04920866352319717,23.45970637207031,0.04582369843334891,23.911419392585753,5000,31.163578033447266,186.51978278160095
srcnn,baseline,stl10,2,noise,0.5,6,1099,0.04851951324939728,23.59406764526367,0.045267483182717116,24.025161120176314,5000,44.452505111694336,230.9722878932953
srcnn,baseline,stl10,2,noise,0.5,7,1256,0.04790837904214859,23.709544146728515,0.045075860836310315,24.08876515841484,5000,28.43748688697815,259.40977478027344
srcnn,baseline,stl10,2,noise,0.5,8,1413,0.0475107606112957,23.80372227783203,0.04470524248108268,24.168635886907577,5000,45.04051089286804,304.4502856731415
srcnn,baseline,stl10,2,noise,0.5,9,1570,0.04716729363799095,23.867497943115236,0.04430163869052194,24.244179399728775,5000,28.854535818099976,333.30482149124146
srcnn,baseline,stl10,2,noise,0.5,10,1727,0.04675692242383957,23.941305020141602,0.04407764537236653,24.288314370393753,5000,45.490188121795654,378.7950096130371
srcnn,baseline,stl10,2,noise,0.5,11,1884,0.047144760912656784,23.90119543762207,0.0438645600695163,24.327250428676606,5000,29.485961198806763,408.2809708118439
srcnn,baseline,stl10,2,noise,0.5,12,2041,0.0463585839509964,24.018212219238283,0.04380269128829241,24.352451106786727,5000,48.205957889556885,456.48692870140076
srcnn,baseline,stl10,2,noise,0.5,13,2198,0.046059293061494824,24.065025149536133,0.04344944789796136,24.422743402719497,5000,34.023295879364014,490.51022458076477
srcnn,baseline,stl10,2,noise,0.5,14,2355,0.04582266377806664,24.116169299316407,0.04317145263194107,24.464975672006606,5000,42.163333892822266,532.673558473587
srcnn,baseline,stl10,2,noise,0.5,15,2512,0.04544051619768143,24.179809783935546,0.04297410445008427,24.50465324449539,5000,37.00979804992676,569.6833565235138
srcnn,baseline,stl10,2,noise,0.5,16,2669,0.04536085233688354,24.20022010498047,0.04279924990632571,24.54435223221779,5000,34.106709003448486,603.7900655269623
srcnn,baseline,stl10,2,noise,0.5,17,2826,0.04506438643932342,24.247333764648438,0.04254501631343737,24.58754415822029,5000,43.73287224769592,647.5229377746582
srcnn,baseline,stl10,2,noise,0.5,18,2983,0.04505009286403656,24.2583771484375,0.04247003210475668,24.614005128383635,5000,28.907099962234497,676.4300377368927
srcnn,baseline,stl10,2,noise,0.5,19,3140,0.04487869614362717,24.281659942626952,0.042148989695589986,24.648798325777054,5000,42.83509802818298,719.2651357650757
srcnn,stagewise,stl10,2,noise,0.5,0,47,0.16600275176763535,14.678603378295898,0.10772273091739043,17.031074540019034,1500,42.96340990066528,42.96340990066528
srcnn,stagewise,stl10,2,noise,0.5,1,94,0.09339987734953563,17.74489074198405,0.07154785519652068,19.750551755666734,1500,25.363893032073975,68.32730293273926
srcnn,stagewise,stl10,2,noise,0.5,2,141,0.08196800210078557,18.889674682617187,0.06384359704353847,21.051745485067368,1500,42.34570622444153,110.67300915718079
srcnn,stagewise,stl10,2,noise,0.5,3,188,0.06965631153186162,20.49607717895508,0.05715039530466311,21.95846701335907,1500,25.35890507698059,136.03191423416138
srcnn,stagewise,stl10,2,noise,0.5,4,235,0.058550122986237206,21.859012486775715,0.0532504536062479,22.600425037145616,1500,43.99860596656799,180.03052020072937
srcnn,stagewise,stl10,2,noise,0.5,5,282,0.05507493923107783,22.401215306599934,0.05151886132406071,22.945540155410768,1500,25.30688786506653,205.3374080657959
srcnn,stagewise,stl10,2,noise,0.5,6,329,0.0532125498354435,22.699721501668293,0.050002640513936054,23.16747143125534,1500,42.652665853500366,247.99007391929626
srcnn,stagewise,stl10,2,noise,0.5,7,376,0.05216130230824153,22.862274439493817,0.04906294900062494,23.306876135587693,1500,25.904884815216064,273.89495873451233
srcnn,stagewise,stl10,2,noise,0.5,8,423,0.051385703374942145,23.006948684692382,0.04810256810835563,23.46672794318199,1500,36.26607584953308,310.1610345840454
srcnn,stagewise,stl10,2,noise,0.5,9,470,0.05078951787948609,23.104784123738607,0.04772085456480272,23.5389645884037,1500,29.856058835983276,340.0170934200287
srcnn,stagewise,stl10,2,noise,0.5,10,517,0.050279117753108345,23.213183787027994,0.04711614308739081,23.642859205245973,1500,30.14537811279297,370.16247153282166
srcnn,stagewise,stl10,2,noise,0.5,11,564,0.04964830908179283,23.313978118896486,0.046609484191285445,23.732102009773254,1500,35.52519083023071,405.68766236305237
srcnn,stagewise,stl10,2,noise,0.5,12,611,0.049659074117739996,23.32744631958008,0.04635639162734151,23.796616722106933,1500,24.684335231781006,430.3719975948334
srcnn,stagewise,stl10,2,noise,0.5,13,658,0.049463933775822325,23.383298548380534,0.046288194206543266,23.818252638101576,1500,40.83661890029907,471.20861649513245
srcnn,stagewise,stl10,2,noise,0.5,14,705,0.04915091739098231,23.424497126261393,0.045877266055671495,23.892947496414184,1500,24.4248468875885,495.63346338272095
srcnn,stagewise,stl10,2,noise,0.5,15,752,0.04869582158327103,23.516774286905925,0.045918096424313264,23.90074125313759,1500,41.85960817337036,537.4930715560913
srcnn,stagewise,stl10,2,noise,0.5,16,799,0.04846681911746661,23.544360376993815,0.04550000293971971,23.97533201241493,1500,25.281877994537354,562.7749495506287
srcnn,stagewise,stl10,2,noise,0.5,17,846,0.04808455670873324,23.61837895202637,0.04535172071889974,24.005277498722077,1500,41.45428705215454,604.2292366027832
srcnn,stagewise,stl10,2,noise,0.5,18,893,0.04816973587870598,23.621882400512696,0.04555975758517161,23.985697865962983,1500,24.575489044189453,628.8047256469727
srcnn,stagewise,stl10,2,noise,0.5,19,940,0.04823907276988029,23.614949701944987,0.04542412897851318,24.03037369966507,1500,41.228614807128906,670.0333404541016
srcnn,stagewise,stl10,2,noise,0.5,20,987,0.04809563056627909,23.63984306335449,0.04502933318563737,24.081893516778948,1500,24.533923149108887,694.5672636032104
srcnn,stagewise,stl10,2,noise,0.5,21,1034,0.04774549881617228,23.712818267822264,0.04495649688574486,24.10864297032356,1500,41.46858501434326,736.0358486175537
srcnn,stagewise,stl10,2,noise,0.5,22,1081,0.05323016331593196,22.832586385091147,0.04528049301216379,24.079500867128374,1500,24.590224981307983,760.6260735988617
srcnn,stagewise,stl10,2,noise,0.5,23,1128,0.05785973031322161,21.95961257425944,0.04467076251609251,24.193903943300246,1500,41.39471912384033,802.020792722702
srcnn,stagewise,stl10,2,noise,0.5,24,1175,0.05737290451924006,22.053025110880533,0.04473035096609965,24.214876728773117,1500,24.91528606414795,826.93607878685
srcnn,stagewise,stl10,2,noise,0.5,25,1222,0.05723486111561457,22.0793972269694,0.04455564793245867,24.259074316740037,1500,38.7721049785614,865.7081837654114
srcnn,stagewise,stl10,2,noise,0.5,26,1269,0.057200249274571735,22.106650965372722,0.044554242212558166,24.264155737638472,1500,27.38825488090515,893.0964386463165
srcnn,stagewise,stl10,2,noise,0.5,27,1316,0.05680958859125773,22.16355982462565,0.04416889067390002,24.332397209405897,1500,33.238507986068726,926.3349466323853
srcnn,stagewise,stl10,2,noise,0.5,28,1363,0.05685629817843437,22.16762873840332,0.04410664909775369,24.354186995506286,1500,32.031606912612915,958.3665535449982
srcnn,stagewise,stl10,2,noise,0.5,29,1410,0.0564148970246315,22.221188140869142,0.04403900492959656,24.373658829927443,1500,27.761168956756592,986.1277225017548
srcnn,stagewise,stl10,2,noise,0.5,30,1457,0.056253986090421676,22.250380193074545,0.04402714600600302,24.38515985417366,1500,38.170701026916504,1024.2984235286713
srcnn,stagewise,stl10,2,noise,0.5,31,1504,0.05627725012103717,22.25300287882487,0.044012720687082035,24.38882149863243,1500,24.818704843521118,1049.1171283721924
srcnn,stagewise,stl10,2,noise,0.5,32,1551,0.056201529671748476,22.2739163869222,0.04462661024765111,24.327902518749237,1500,41.75754117965698,1090.8746695518494
srcnn,stagewise,stl10,2,noise,0.5,33,1598,0.05599409116307894,22.303086252848306,0.043638573234668,24.45736137843132,1500,24.369476079940796,1115.2441456317902
srcnn,stagewise,stl10,2,noise,0.5,34,1645,0.05607831861575444,22.292459157307942,0.04360262834071182,24.467068519830704,1500,41.602510929107666,1156.8466565608978
srcnn,stagewise,stl10,2,noise,0.5,35,1692,0.055890791436036424,22.322612396240235,0.043543717062100765,24.481024699449538,1500,24.76855707168579,1181.6152136325836
srcnn,stagewise,stl10,2,noise,0.5,36,1739,0.05580192811290423,22.342243830362957,0.043481511262943966,24.49258033657074,1500,41.59911513328552,1223.2143287658691
srcnn,stagewise,stl10,2,noise,0.5,37,1786,0.05573627598086993,22.344948277791342,0.04356782815302722,24.486099349975586,1500,24.598316192626953,1247.812644958496
srcnn,stagewise,stl10,2,noise,0.5,38,1833,0.055466945161422095,22.388767237345377,0.04328848897526041,24.531969165802003,1500,41.82723021507263,1289.6398751735687
srcnn,stagewise,stl10,2,noise,0.5,39,1880,0.055488789866367974,22.39218246968587,0.043272855971008536,24.53829065465927,1500,24.628207206726074,1314.2680823802948
srcnn,stagewise,stl10,2,noise,0.5,40,1927,0.05531232457359632,22.408836451212565,0.04310773966670968,24.56107537102699,1500,41.81903004646301,1356.0871124267578
srcnn,stagewise,stl10,2,noise,0.5,41,1974,0.055368453025817874,22.40852982076009,0.04319465301395394,24.559718856334687,1500,24.888145208358765,1380.9752576351166
srcnn,stagewise,stl10,2,noise,0.5,42,2021,0.055160492449998856,22.427909698486328,0.04328521316754632,24.542307407855986,1500,40.75263690948486,1421.7278945446014
srcnn,stagewise,stl10,2,noise,0.5,43,2084,0.04419444385170936,24.626665771484376,0.04541898831515573,24.21600893878937,2000,27.306485891342163,1449.0343804359436
srcnn,stagewise,stl10,2,noise,0.5,44,2147,0.055020203083753584,22.445733291625977,0.042788843628019095,24.608855611562728,2000,38.48323583602905,1487.5176162719727
srcnn,stagewise,stl10,2,noise,0.5,45,2210,0.05481325915455818,22.466390533447267,0.042753278844989834,24.62251436662674,2000,29.367978811264038,1516.8855950832367
srcnn,stagewise,stl10,2,noise,0.5,46,2273,0.05466392877697945,22.483779846191407,0.042719332675682384,24.633585167884828,2000,34.63723683357239,1551.522831916809
srcnn,stagewise,stl10,2,noise,0.5,47,2336,0.054724205493927,22.48139633178711,0.04265153528028168,24.644598056554795,2000,32.8515260219574,1584.3743579387665
srcnn,stagewise,stl10,2,noise,0.5,48,2399,0.054767218112945555,22.47664321899414,0.042580791108077394,24.657396316051482,2000,30.618578910827637,1614.9929368495941
srcnn,stagewise,stl10,2,noise,0.5,49,2462,0.05472258049249649,22.480294906616212,0.04257584558753297,24.6654725728035,2000,36.36071991920471,1651.3536567687988
srcnn,stagewise,stl10,2,noise,0.5,50,2525,0.054782884061336516,22.48446469116211,0.04246976404916495,24.679259903669358,2000,27.44153594970703,1678.7951927185059
srcnn,stagewise,stl10,2,noise,0.5,51,2588,0.05440268510580063,22.528211975097655,0.04238667984097265,24.69701059818268,2000,41.50980091094971,1720.3049936294556
srcnn,stagewise,stl10,2,noise,0.5,52,2651,0.05454707515239716,22.518481216430665,0.04253059541853145,24.67483362531662,2000,26.02268099784851,1746.327674627304
srcnn,stagewise,stl10,2,noise,0.5,53,2714,0.054448840945959094,22.52954264831543,0.04263471353938803,24.67094193816185,2000,42.720272064208984,1789.047946691513
srcnn,stagewise,stl10,2,noise,0.5,54,2777,0.05448549616336822,22.523132583618164,0.04222827132139355,24.726707656145095,2000,26.091716051101685,1815.1396627426147
srcnn,stagewise,stl10,2,noise,0.5,55,2840,0.05417709249258042,22.56597610473633,0.042165755250956866,24.731212366342543,2000,43.01022529602051,1858.1498880386353
