,epoch,accuracy,loss,timestamp
resnet18_baseline,9,0.9021,0.30738759031295776,2026-01-26T19:32:41.855116
resnet18_stagewise,9,0.6281,1.2363491649627685,2026-01-26T19:46:54.913103
resnet18_static,9,0.9700588023520941,0.11123241916733402,2026-01-26T20:00:50.064172
resnet18_online,9,0.9684,0.12981317227681477,2026-01-26T20:10:51.596102
