arch,strategy,dataset,scale,degradation,deg_level,epoch,total_steps,train_loss,train_psnr,val_loss,val_psnr,subset_size,epoch_time,total_time
espcn,baseline,stl10,2,original,0.0,0,157,0.10713100138306618,18.022444256591797,0.05361104406474624,22.682634819984436,5000,16.065286874771118,16.065286874771118
espcn,baseline,stl10,2,original,0.0,1,314,0.053569875407218935,22.775441427612304,0.04428927081869915,24.19814144587517,5000,15.511474132537842,31.57676100730896
espcn,baseline,stl10,2,original,0.0,2,471,0.04709079579114914,23.777606799316406,0.040334493713337,24.867188217401505,5000,15.578487157821655,47.155248165130615
espcn,baseline,stl10,2,original,0.0,3,628,0.044886915224790574,24.20958154296875,0.04391631692857482,24.57844881463051,5000,15.475149154663086,62.6303973197937
espcn,baseline,stl10,2,original,0.0,4,785,0.04177446937561035,24.695287902832032,0.03671219445054885,25.569447691202164,5000,15.406602144241333,78.03699946403503
espcn,baseline,stl10,2,original,0.0,5,942,0.040113550794124604,25.003732418823244,0.037716570917284115,25.56442998981476,5000,15.517775058746338,93.55477452278137
espcn,baseline,stl10,2,original,0.0,6,1099,0.0398380610704422,25.131917431640623,0.03608151494723279,25.828803827285768,5000,15.67751693725586,109.23229146003723
espcn,baseline,stl10,2,original,0.0,7,1256,0.0380183752655983,25.42818319091797,0.03814073057379574,25.61881944990158,5000,15.271991968154907,124.50428342819214
espcn,baseline,stl10,2,original,0.0,8,1413,0.037926965510845186,25.51099422302246,0.03493067865120247,26.110279144763947,5000,15.690798997879028,140.19508242607117
espcn,baseline,stl10,2,original,0.0,9,1570,0.03712604662775993,25.666389575195314,0.03371567596588284,26.31015368485451,5000,15.585614204406738,155.7806966304779
espcn,baseline,stl10,2,original,0.0,10,1727,0.036269702875614165,25.81756618041992,0.03295056711265352,26.433427925825118,5000,15.259875059127808,171.0405716896057
espcn,baseline,stl10,2,original,0.0,11,1884,0.03598234986066818,25.90815706176758,0.032531110714713575,26.52081242775917,5000,15.529447793960571,186.57001948356628
espcn,baseline,stl10,2,original,0.0,12,2041,0.035660866153240205,25.973303454589843,0.03310194416326703,26.492661484718322,5000,15.457174062728882,202.02719354629517
espcn,baseline,stl10,2,original,0.0,13,2198,0.03576149846315384,26.001485986328124,0.032281565723300445,26.61930125331879,5000,15.545491933822632,217.5726854801178
espcn,baseline,stl10,2,original,0.0,14,2355,0.03518941920995712,26.101607690429688,0.032346154194092376,26.631963039398194,5000,15.541662216186523,233.11434769630432
espcn,baseline,stl10,2,original,0.0,15,2512,0.03475619703531265,26.19708175048828,0.03173696360347094,26.725568437337877,5000,15.987849950790405,249.10219764709473
espcn,baseline,stl10,2,original,0.0,16,2669,0.035710450708866116,26.09117932128906,0.03248473898251541,26.64861516880989,5000,17.2129967212677,266.3151943683624
espcn,baseline,stl10,2,original,0.0,17,2826,0.03454287053346634,26.257042663574218,0.03229005015734583,26.711456978321074,5000,16.479902029037476,282.7950963973999
espcn,baseline,stl10,2,original,0.0,18,2983,0.03462275078892708,26.277257736206053,0.03152995320683112,26.806825204610824,5000,16.3041250705719,299.0992214679718
espcn,baseline,stl10,2,original,0.0,19,3140,0.03496099311113358,26.246120764160157,0.03489340686367359,26.387195910453798,5000,16.42570400238037,315.5249254703522
espcn,stagewise,stl10,2,original,0.0,0,47,0.16121570295095444,14.484979700724283,0.10148121810797602,17.25259983050823,1500,14.716266393661499,14.716266393661499
espcn,stagewise,stl10,2,original,0.0,1,94,0.0861936502456665,18.452978205362957,0.06637241094675847,20.815561958312987,1500,13.86214804649353,28.57841444015503
espcn,stagewise,stl10,2,original,0.0,2,141,0.0745474060177803,19.840638987223308,0.054228505820618014,22.600301048517228,1500,13.876682996749878,42.45509743690491
espcn,stagewise,stl10,2,original,0.0,3,188,0.06346747665603955,21.413776865641275,0.05090097201417666,23.186315177440644,1500,14.354192018508911,56.80928945541382
espcn,stagewise,stl10,2,original,0.0,4,235,0.053997427076101306,22.608309931437173,0.04615574716043193,23.831855735063552,1500,13.956353902816772,70.76564335823059
espcn,stagewise,stl10,2,original,0.0,5,282,0.050419863005479175,23.104683237711587,0.044224993169074876,24.17028921508789,1500,13.758975982666016,84.5246193408966
espcn,stagewise,stl10,2,original,0.0,6,329,0.04875380937258403,23.36730244445801,0.0443278310818132,24.28223170018196,1500,13.629465103149414,98.15408444404602
espcn,stagewise,stl10,2,original,0.0,7,376,0.04730144253373146,23.596790685017904,0.041060916611226274,24.709973083496095,1500,15.893579006195068,114.04766345024109
espcn,stagewise,stl10,2,original,0.0,8,423,0.04620409443974495,23.772877395629884,0.0408562181184534,24.788777304410935,1500,15.893911600112915,129.941575050354
espcn,stagewise,stl10,2,original,0.0,9,470,0.04550468558073044,23.931692464192707,0.03951820435374975,25.036512677669524,1500,13.584107875823975,143.52568292617798
espcn,stagewise,stl10,2,original,0.0,10,517,0.044411453147729235,24.083049306233725,0.03861671844800003,25.205234507083894,1500,13.449744939804077,156.97542786598206
espcn,stagewise,stl10,2,original,0.0,11,564,0.04435675202806791,24.14690128072103,0.04038490278541576,25.01284675526619,1500,13.33936095237732,170.31478881835938
espcn,stagewise,stl10,2,original,0.0,12,611,0.043371133983135225,24.30112292989095,0.038023463211255146,25.363640587329865,1500,16.352035760879517,186.6668245792389
espcn,stagewise,stl10,2,original,0.0,13,658,0.04237039627631505,24.44285364786784,0.03849795393832028,25.3538920648098,1500,15.43006682395935,202.09689140319824
espcn,stagewise,stl10,2,original,0.0,14,705,0.042441810141007105,24.471816502889,0.03680109882238321,25.594133104085923,1500,13.78459620475769,215.88148760795593
espcn,stagewise,stl10,2,original,0.0,15,752,0.041626026233037315,24.60899533589681,0.03669415546522942,25.648301847457887,1500,13.844434976577759,229.7259225845337
espcn,stagewise,stl10,2,original,0.0,16,799,0.041958243181308114,24.60717837524414,0.03729046588263009,25.614798494815826,1500,13.765512943267822,243.4914355278015
espcn,stagewise,stl10,2,original,0.0,17,846,0.041466613471508026,24.684130610148113,0.035580470747780056,25.843002841949463,1500,13.703217267990112,257.1946527957916
espcn,stagewise,stl10,2,original,0.0,18,893,0.04052401828765869,24.81057642110189,0.03510710478259716,25.931654721975328,1500,15.059164047241211,272.25381684303284
espcn,stagewise,stl10,2,original,0.0,19,940,0.04096692731976509,24.768487706502277,0.038416702436865305,25.5544589009285,1500,16.832733869552612,289.08655071258545
espcn,stagewise,stl10,2,original,0.0,20,987,0.04039133582512538,24.864606658935546,0.03461588096723426,26.050128931999208,1500,14.058795928955078,303.1453466415405
espcn,stagewise,stl10,2,original,0.0,21,1034,0.040118267784516014,24.93848089090983,0.03463880513404729,26.074247178077698,1500,13.745628833770752,316.8909754753113
espcn,stagewise,stl10,2,original,0.0,22,1081,0.043508102824290594,24.39407857767741,0.036910413236473684,25.812576271772386,1500,14.061175107955933,330.9521505832672
espcn,stagewise,stl10,2,original,0.0,23,1128,0.04882109805941582,23.243150131225587,0.034076004694099535,26.206153102874755,1500,13.793100833892822,344.74525141716003
espcn,stagewise,stl10,2,original,0.0,24,1175,0.048286312719186146,23.32485415649414,0.03502227756381035,26.106583349704742,1500,13.6096510887146,358.35490250587463
espcn,stagewise,stl10,2,original,0.0,25,1222,0.048206250737110774,23.362584955851236,0.03357309726206586,26.321043090105057,1500,18.440945386886597,376.79584789276123
espcn,stagewise,stl10,2,original,0.0,26,1269,0.048150884866714476,23.38174857076009,0.03646475039597135,25.951165956497192,1500,13.94989800453186,390.7457458972931
espcn,stagewise,stl10,2,original,0.0,27,1316,0.048052958836158115,23.40876696777344,0.03320407769369194,26.39770847797394,1500,13.766191005706787,404.5119369029999
espcn,stagewise,stl10,2,original,0.0,28,1363,0.047680310875177385,23.46295561218262,0.03326326594041893,26.413077615499496,1500,13.834068059921265,418.34600496292114
espcn,stagewise,stl10,2,original,0.0,29,1410,0.047675478965044024,23.483043162027993,0.03289411297190236,26.47013986849785,1500,13.745007038116455,432.0910120010376
espcn,stagewise,stl10,2,original,0.0,30,1457,0.04715673714876175,23.534639877319336,0.033389695036457855,26.422625222921372,1500,13.771605968475342,445.86261796951294
espcn,stagewise,stl10,2,original,0.0,31,1504,0.047300640841325126,23.536566243489585,0.03274972027831245,26.512588364601136,1500,18.1504008769989,464.01301884651184
espcn,stagewise,stl10,2,original,0.0,32,1551,0.04702705734968186,23.564860814412434,0.03300124348764075,26.49710957789421,1500,13.769235134124756,477.7822539806366
espcn,stagewise,stl10,2,original,0.0,33,1598,0.046597541898489,23.646648844401042,0.03328388836118393,26.468626097917557,1500,13.57515025138855,491.35740423202515
espcn,stagewise,stl10,2,original,0.0,34,1645,0.04672961018482844,23.629711939493816,0.03314475263329223,26.502964077234267,1500,13.277952194213867,504.635356426239
espcn,stagewise,stl10,2,original,0.0,35,1692,0.046767194638649624,23.621950815836588,0.03347788780950941,26.458110177993774,1500,13.343621015548706,517.9789774417877
espcn,stagewise,stl10,2,original,0.0,36,1739,0.046771993239720665,23.636792271931967,0.03257795393606648,26.596553233861922,1500,13.30974793434143,531.2887253761292
